t,book_no,page_right,dispersion,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
3.0203781,0,1,0.0,34,0,0,0,0,0,0,0,0,0,-2.3125,5.125,-15.875,False,False,0,2
3.0617821,0,1,0.0,35,0,0,0,0,0,0,0,0,0,-2.375,4.9375,-15.5625,False,False,0,2
3.1302909,0,1,0.0,36,0,0,0,0,0,0,0,0,0,-2.4375,5,-15.0625,False,False,0,2
3.3046508,0,1,0.0,37,0,0,0,0,0,0,0,0,0,-2.25,5.0625,-15.5625,False,False,0,2
3.306889,0,1,0.0,38,0,0,0,0,0,0,0,0,0,-2.25,5.0625,-15.9375,False,False,0,2
3.3087259,0,1,0.0,39,0,0,0,0,0,0,0,0,0,-2.3125,4.875,-15.5625,False,False,0,2
3.477872,0,1,0.0,40,0,0,0,0,0,0,0,0,0,-2.375,5,-15.1875,False,False,0,2
3.4795646,0,1,0.0,41,0,0,0,0,0,0,0,0,0,-2.375,4.9375,-15.6875,False,False,0,2
3.4812364,0,1,0.0,42,0,0,1,0,0,0,0,0,0,-2.4375,5,-15.9375,False,False,0,2
3.4830871,0,1,0.0,43,0,0,0,0,0,0,0,0,0,-2.75,4.8125,-15.4375,False,False,0,2
3.6563996,0,1,0.0,44,0,0,0,0,0,0,0,0,0,-2.8125,4.8125,-15.3125,False,False,0,2
3.6584547,0,1,0.0,45,0,0,0,0,0,0,0,0,0,-2.625,4.75,-15.5625,False,False,0,2
3.6602381,0,1,0.0,46,0,0,0,0,0,0,0,0,0,-2.4375,4.6875,-15.75,False,False,0,2
3.8137563,0,1,0.0,47,0,0,0,0,0,0,0,0,0,-2.5,4.625,-15.375,False,False,0,2
3.8155565,0,1,0.0,48,0,0,0,0,0,0,0,0,0,-2.5,4.625,-15.3125,False,False,0,2
3.8168601,0,1,0.0,49,0,0,0,0,0,0,0,0,0,-2.375,4.6875,-15.875,False,False,0,2
3.8183921,0,1,0.0,50,0,0,0,0,0,0,0,0,0,-2.3125,4.625,-15.75,False,False,0,2
3.9895449,0,1,0.0,51,0,0,0,0,0,0,0,0,0,-2.5625,4.5,-15.1875,False,False,0,2
4.0447502,0,1,0.0,52,0,0,0,0,0,0,0,0,0,-2.5,4.5625,-15.375,False,False,0,2
4.0466916,0,1,0.0,53,0,0,0,0,0,0,0,0,0,-2.3125,4.5,-15.8125,False,False,0,2
4.0481635,0,1,0.0,54,0,0,0,0,0,0,0,0,0,-2.125,4.5,-15.6875,False,False,0,2
4.1577312,0,1,0.0,55,0,0,0,0,0,0,0,0,0,-2.1875,4.5625,-15.25,False,False,0,2
4.1597155,0,1,0.0,56,0,0,0,0,0,0,0,0,0,-2.1875,4.5625,-15.5,False,False,0,2
4.3253866,0,1,0.0,57,0,0,0,1,2,0,0,0,0,-2.25,4.6875,-16,False,False,0,2
4.3271155,0,1,0.0,58,0,0,0,0,0,0,0,0,0,-1.9375,4.5625,-15.75,False,False,0,2
4.3284998,0,1,0.0,59,0,0,0,0,0,0,0,0,0,-2,4.625,-15.25,False,False,0,2
4.4471895,0,1,0.0,60,0,0,0,0,0,0,0,0,0,-2,4.75,-15.625,False,False,0,2
4.4493785,0,1,0.0,61,0,0,0,0,0,0,0,0,0,-2.125,4.6875,-16.0625,False,False,0,2
4.4514857,0,1,0.0,62,0,0,0,0,0,0,0,0,0,-2.0625,4.5625,-15.75,False,False,0,2
4.4899517,0,1,0.0,63,0,0,0,0,0,0,0,0,0,-2.0625,4.625,-15.1875,False,False,0,2
4.5494421,0,1,0.0,64,0,0,0,0,0,0,0,0,0,-2.0625,4.625,-15.6875,False,False,0,2
4.6650555,0,1,0.0,65,0,0,0,0,0,0,0,0,0,-1.8125,4.5625,-16.0625,False,False,0,2
4.6676151,0,1,0.0,66,0,0,0,0,0,0,0,0,0,-1.6875,4.5,-15.5625,False,False,0,2
4.831611,0,1,0.09,67,0,0,0,2,0,1,0,0,0,-2,4.5625,-15.3125,False,False,0,2
4.8335173,0,1,0.09,68,0,0,0,0,0,0,0,0,0,-2,4.6875,-15.6875,False,False,0,2
4.8353477,0,1,0.09,69,0,0,0,0,0,0,0,0,0,-1.8125,4.6875,-16,False,False,0,2
4.8370823,0,1,0.09,70,0,0,0,0,0,0,0,0,0,-1.875,4.5625,-15.5,False,False,0,2
5.0314747,0,1,0.09,71,0,0,0,0,0,0,0,0,0,-2.0625,4.6875,-15.25,False,False,0,2
5.0335988,0,1,0.09,72,0,0,2,0,0,0,0,0,0,-2,4.6875,-15.9375,False,False,0,2
