t,book_no,page_right,dispersion,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
2.8993299,0,1,0.0,157,0,0,0,0,0,0,11.3,18.06,226.19,-4.125,5.1875,-15.375,False,False,0,1
2.9694509,0,1,0.0,158,0,0,0,0,0,0,11.38,17.73,226.56,-4.25,5.25,-15.125,False,False,0,1
3.069727,0,1,0.0,159,0,0,0,0,0,0,11.21,17.42,227.14,-4,5.0625,-15.375,False,False,0,1
3.0716178,0,1,0.0,160,0,0,0,0,0,0,10.77,17.12,227.93,-3.6875,5.125,-15.4375,False,False,0,1
3.1193579,0,1,0.0,161,0,0,0,0,0,0,10.34,16.85,228.8,-3.4375,5.125,-15.4375,False,False,0,1
3.1638996,0,1,0.0,162,0,0,0,0,0,0,10.01,16.62,229.65,-3.3125,5,-15.4375,False,False,0,1
3.2890126,0,1,0.0,163,0,0,0,0,0,0,9.77,16.27,230.44,-3.1875,4.8125,-15.75,False,False,0,1
3.2910177,0,1,0.09,164,0,0,0,0,0,1,9.54,15.8,231.14,-3.0625,4.625,-15.75,False,False,0,1
3.3352904,0,1,0.09,165,0,0,0,0,0,0,9.25,15.39,231.73,-2.9375,4.5625,-15.625,False,False,0,1
3.3814904,0,1,0.09,166,0,0,0,0,0,0,8.79,15.1,232.21,-2.75,4.4375,-15.6875,False,False,0,1
3.5197509,0,1,0.09,167,0,0,0,0,0,0,8.33,14.91,232.62,-2.4375,4.25,-15.6875,False,False,0,1
3.521811,0,1,0.09,168,0,0,0,0,0,0,7.95,14.77,232.96,-2.375,4.25,-15.75,False,False,0,1
3.5232908,0,1,0.09,169,0,0,0,0,0,0,7.68,14.71,233.14,-2.3125,4.25,-15.75,False,False,0,1
3.5967853,0,1,0.09,170,0,0,0,0,0,0,7.61,14.7,233.12,-2.5,4.3125,-15.8125,False,False,0,1
3.6759392,0,1,0.09,171,0,0,0,0,0,0,7.67,14.68,232.97,-2.875,4.3125,-15.8125,False,False,0,1
3.6777921,0,1,0.09,172,0,0,0,0,0,0,7.67,14.64,232.86,-2.875,4.25,-15.8125,False,False,0,1
3.72101,0,1,0.09,173,0,0,0,0,0,0,7.54,14.58,232.91,-2.625,4.25,-15.8125,False,False,0,1
3.8439756,0,1,0.0,174,0,0,0,0,0,0,7.38,14.54,233.03,-2.375,4.3125,-15.5625,False,False,0,1
3.84622,0,1,0.0,175,0,0,0,0,0,0,7.27,14.52,233.1,-2.4375,4.3125,-15.8125,False,False,0,1
4.0150788,0,1,0.0,176,0,0,0,0,0,0,7.29,14.57,233.08,-2.5625,4.375,-15.875,False,False,0,1
4.0167081,0,1,0.0,177,0,0,0,0,0,0,7.43,14.64,232.94,-2.8125,4.375,-15.75,False,False,0,1
4.0183465,0,1,0.0,178,0,0,0,0,0,0,7.57,14.69,232.8,-3,4.375,-15.9375,False,False,0,1
4.0624147,0,1,0.0,179,0,0,0,0,0,0,7.62,14.7,232.79,-2.875,4.5,-15.8125,False,False,0,1
4.0642331,0,1,0.0,180,0,0,0,0,0,0,7.58,14.67,232.92,-2.5625,4.25,-15.75,False,False,0,1
4.1118193,0,1,0.0,181,0,0,0,0,0,0,7.48,14.67,233.04,-2.5,4.3125,-15.8125,False,False,0,1
4.279736,0,1,0.0,182,0,0,0,0,0,0,7.4,14.73,233.05,-2.625,4.4375,-15.8125,False,False,0,1
4.2819962,0,1,0.0,183,0,0,0,0,0,0,7.38,14.78,233.02,-2.75,4.4375,-15.875,False,False,0,1
