t,book_no,page_right,dispersion,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
3.3608508,0,1,0.0,209,0,0,0,0,0,0,0,0,0,-2.875,6.3125,-15.0625,False,False,0,2
3.4275995,0,1,0.0,210,0,0,0,0,0,0,0,0,0,-2.875,6.4375,-15.0625,False,False,0,2
3.5165022,0,1,0.0,211,0,0,0,0,0,0,0,0,0,-2.75,6.25,-15.0625,False,False,0,2
3.518756,0,1,0.0,212,0,0,0,0,0,0,0,0,0,-2.8125,6.0625,-14.9375,False,False,0,2
3.5629429,0,1,0.0,213,0,0,0,0,0,0,0,0,0,-3.1875,6,-15.0625,False,False,0,2
3.6111917,0,1,0.0,214,0,0,0,0,0,0,0,0,0,-3.9375,5.8125,-15.0625,False,False,0,2
3.6583734,0,1,0.0,215,0,0,0,0,0,0,0,0,0,-4.0625,5.875,-15.0625,False,False,0,2
3.7068151,0,1,0.0,216,0,0,0,0,0,0,0,0,0,-3.4375,5.625,-15.3125,False,False,0,2
3.7580641,0,1,0.0,217,0,0,0,0,0,0,0,0,0,-3.3125,5.375,-15.5,False,False,0,2
3.8077944,0,1,0.0,218,0,0,0,0,0,0,0,0,0,-3.3125,5.25,-15.375,False,False,0,2
3.9178564,0,1,0.0,219,0,0,0,0,0,0,0,0,0,-3.1875,5,-15.0625,False,False,0,2
3.9198233,0,1,0.0,220,0,0,0,0,0,0,0,0,0,-2.8125,5.125,-15,False,False,0,2
4.0626511,0,1,0.0,221,0,0,0,0,0,0,0,0,0,-2.0625,5.1875,-15.375,False,False,0,2
4.064962,0,1,0.0,222,0,0,0,0,0,0,0,0,0,-1.5625,5.0625,-15.5625,False,False,0,2
4.0666696,0,1,0.0,223,0,0,0,0,0,0,0,0,0,-1.5,4.9375,-15.5,False,False,0,2
4.1632911,0,1,0.0,224,0,0,0,0,0,0,0,0,0,-1.375,4.9375,-15.3125,False,False,0,2
4.1654373,0,1,0.0,225,0,0,0,0,0,0,0,0,0,-1.3125,5.0625,-15.125,False,False,0,2
4.2131697,0,1,0.0,226,0,0,0,0,0,0,0,0,0,-1.3125,5.375,-15.375,False,False,0,2
4.2589895,0,1,0.0,227,0,0,0,0,0,0,0,0,0,-1,5.5,-15.625,False,False,0,2
4.3068423,0,1,0.0,228,0,0,0,0,0,0,0,0,0,-0.6875,5.6875,-15.6875,False,False,0,2
4.3578241,0,1,0.0,229,0,0,0,0,0,0,0,0,0,-0.6875,5.6875,-15.75,False,False,0,2
4.409929,0,1,0.0,230,0,0,0,0,0,0,0,0,0,-1,5.5,-15.625,False,False,0,2
4.5185012,0,1,0.0,231,0,0,0,0,0,0,0,0,0,-1.25,5.4375,-15.4375,False,False,0,2
4.5201432,0,1,0.09,232,0,0,0,0,0,1,0,0,0,-1.5,5.4375,-15.25,False,False,0,2
4.6267591,0,1,0.09,233,0,0,0,0,0,0,0,0,0,-1.75,5.5625,-15.4375,False,False,0,2
4.6285208,0,1,0.09,234,0,0,0,0,0,0,0,0,0,-1.8125,5.6875,-15.5625,False,False,0,2
4.6756945,0,1,0.09,235,0,0,0,0,0,0,0,0,0,-1.625,5.75,-15.5625,False,False,0,2
4.7201053,0,1,0.09,236,0,0,0,0,0,0,0,0,0,-1.4375,5.625,-15.5625,False,False,0,2
4.7659059,0,1,0.09,237,0,0,0,0,0,0,0,0,0,-1.4375,5.4375,-15.3125,False,False,0,2
4.8109821,0,1,0.09,238,0,0,0,0,0,0,0,0,0,-1.6875,5.5625,-15.375,False,False,0,2
4.8586394,0,1,0.09,239,0,0,0,0,0,0,0,0,0,-1.75,5.375,-15.5,False,False,0,2
4.9053778,0,1,0.09,240,0,0,0,0,0,0,0,0,0,-1.5625,5.4375,-15.0625,False,False,0,2
4.9519772,0,1,0.09,241,0,0,0,0,0,0,0,0,0,-1.4375,5.5,-15.3125,False,False,0,2
5.0088385,0,1,0.0,242,0,0,0,0,0,0,0,0,0,-1.5625,5.6875,-15.4375,False,False,0,2
5.0739564,0,1,0.0,243,0,0,0,0,0,0,0,0,0,-1.375,5.9375,-15.5625,False,False,0,2
5.1662634,0,1,0.0,244,0,0,0,0,0,0,0,0,0,-1.3125,6.0625,-15.5,False,False,0,2
5.1683714,0,1,0.0,245,0,0,0,0,0,0,0,0,0,-1.0625,5.8125,-15.625,False,False,0,2
5.216203,0,1,0.0,246,0,0,0,0,0,0,0,0,0,-1.25,5.5625,-15.3125,False,False,0,2
5.2644822,0,1,0.0,247,0,0,0,0,0,0,0,0,0,-1.5625,5.375,-14.875,False,False,0,2
5.3255339,0,1,0.0,248,0,0,0,0,0,0,0,0,0,-1.6875,5.6875,-15.1875,False,False,0,2
5.3829091,0,1,0.0,249,0,0,0,0,0,0,0,0,0,-1.5,6,-15.4375,False,False,0,2
5.4377151,0,1,0.0,250,0,0,0,0,0,0,0,0,0,-1.375,6.1875,-15.625,False,False,0,2
5.5485389,0,1,0.0,251,0,0,0,0,0,0,0,0,0,-1.1875,6.1875,-15.625,False,False,0,2
5.550569,0,1,0.0,252,0,0,0,0,0,0,0,0,0,-1.1875,5.9375,-15.25,False,False,0,2
5.5523653,0,1,0.0,253,0,0,0,0,0,0,0,0,0,-1.375,5.9375,-15.1875,False,False,0,2
5.6566184,0,1,0.0,254,0,0,0,0,0,0,0,0,0,-1.5625,5.875,-15.1875,False,False,0,2
5.6592134,0,1,0.0,255,0,0,0,0,0,0,0,0,0,-1.6875,5.9375,-15.375,False,False,0,2
5.7786394,0,1,0.0,0,0,0,0,0,0,0,0,0,0,-1.5625,6,-15.375,False,False,0,2
5.7803579,0,1,0.0,1,0,0,0,0,0,0,0,0,0,-1.5,6.0625,-15.375,False,False,0,2
5.8747628,0,1,0.0,2,0,0,0,0,0,0,0,0,0,-1.5,6,-15.75,False,False,0,2
5.8772312,0,1,0.0,3,0,0,0,0,0,0,0,0,0,-1.5625,5.875,-15.625,False,False,0,2
5.9841767,0,1,0.0,4,0,0,0,0,0,0,0,0,0,-1.5,5.5,-15.125,False,False,0,2
5.986229,0,1,0.0,5,0,0,0,0,0,0,0,0,0,-1.375,5.5,-15.375,False,False,0,2
6.0944126,0,1,0.0,6,0,0,0,0,0,0,0,0,0,-1.5,5.3125,-15.3125,False,False,0,2
6.096614,0,1,0.0,7,0,0,0,0,0,0,0,0,0,-1.8125,5.375,-15,False,False,0,2
6.1957098,0,1,0.0,8,0,0,0,0,0,0,0,0,0,-1.6875,5.75,-15.4375,False,False,0,2
6.1976681,0,1,0.0,9,0,0,0,0,0,0,0,0,0,-1.625,5.875,-15.75,False,False,0,2
6.2427095,0,1,0.0,10,0,0,0,0,0,0,0,0,0,-1.25,5.9375,-15.875,False,False,0,2
6.2912387,0,1,0.0,11,0,0,0,0,0,0,0,0,0,-1.1875,5.6875,-15.5625,False,False,0,2
6.2929632,0,1,0.0,12,0,0,0,0,0,0,0,0,0,-1.1875,5.375,-14.875,False,False,0,2
6.3597019,0,1,0.0,13,0,0,0,0,0,0,0,0,0,-1.3125,5.625,-15.0625,False,False,0,2
6.4699712,0,1,0.0,14,0,0,0,0,0,0,0,0,0,-1.3125,5.875,-15.4375,False,False,0,2
6.4723494,0,1,0.0,15,0,0,0,0,0,0,0,0,0,-1.5,5.9375,-15.6875,False,False,0,2
6.5791806,0,1,0.0,16,0,0,0,0,0,0,0,0,0,-1.875,5.8125,-15.5625,False,False,0,2
6.5818846,0,1,0.0,17,0,0,0,0,0,0,0,0,0,-1.8125,5.6875,-15.25,False,False,0,2
6.6878643,0,1,0.0,18,0,0,0,0,0,0,0,0,0,-1.8125,5.6875,-15.4375,False,False,0,2
6.6898857,0,1,0.0,19,0,0,0,0,0,0,0,0,0,-1.625,5.625,-15.25,False,False,0,2
6.7981082,0,1,0.0,20,0,0,0,0,0,0,0,0,0,-1.5,5.6875,-15.25,False,False,0,2
6.8001972,0,1,0.0,21,0,0,0,0,0,0,0,0,0,-1.5625,5.6875,-15.4375,False,False,0,2
