t,book_no,page_right,dispersion,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
1.8428776,0,1,0.0,208,0,0,0,0,0,0,0,0,0,-4.0625,6.625,-14.9375,False,False,0,2
1.8944017,0,1,0.0,209,0,0,0,0,0,0,0,0,0,-3.5625,6.6875,-14.8125,False,False,0,2
1.9969255,0,1,0.0,210,0,0,7,0,0,0,0,0,0,-3.5,6.75,-14.5625,False,False,0,2
1.9990428,0,1,0.0,211,0,0,0,0,0,0,0,0,0,-3.6875,6.875,-14.625,False,False,0,2
2.045509,0,1,0.0,212,0,0,0,0,0,0,0,0,0,-3.375,6.4375,-15.25,False,False,0,2
2.1082697,0,1,0.0,213,0,0,0,0,0,0,0,0,0,-3,6.25,-14.8125,False,False,0,2
2.1553373,0,1,0.0,214,0,0,0,0,0,0,0,0,0,-3.25,6.375,-14.3125,False,False,0,2
2.2023581,0,1,0.0,215,0,0,0,0,5,0,0,0,0,-3.25,6.375,-15.0625,False,False,0,2
2.2580343,0,1,0.0,216,0,0,0,0,0,0,0,0,0,-3.0625,6.25,-15.5625,False,False,0,2
2.3442106,0,1,0.0,217,0,0,0,0,0,0,0,0,0,-2.875,5.8125,-15,False,False,0,2
2.3460028,0,1,0.0,218,0,0,0,0,0,0,0,0,0,-3,5.8125,-14.5,False,False,0,2
2.408147,0,1,0.0,219,0,0,0,0,0,0,0,0,0,-2.8125,5.8125,-15.1875,False,False,0,2
2.5159222,0,1,0.0,220,70,27,0,0,0,0,0,0,0,-2.375,5.8125,-15.625,False,False,0,2
2.5179008,0,1,0.0,221,0,0,0,0,0,0,0,0,0,-2.3125,5.75,-14.75,False,False,0,2
2.6525672,0,1,0.0,222,0,0,0,0,0,0,0,0,0,-2.9375,6.0625,-14.9375,False,False,0,2
2.6548939,0,1,0.0,223,0,0,0,0,0,0,0,0,0,-3.1875,6.0625,-15.5,False,False,0,2
2.6567647,0,1,0.0,224,0,0,0,0,0,0,0,0,0,-2.9375,5.9375,-15.3125,False,False,0,2
2.7089291,0,1,0.0,225,0,0,0,0,0,0,0,0,0,-3.0625,5.875,-14.625,False,False,0,2
2.7561506,0,1,0.0,226,0,0,0,0,0,0,0,0,0,-2.8125,6.0625,-14.9375,False,False,0,2
2.8042233,0,1,0.0,227,0,0,0,0,0,0,0,0,0,-2.5625,5.875,-15.625,False,False,0,2
2.8727886,0,1,0.0,228,0,0,0,0,0,0,0,0,0,-2.5,5.8125,-15.1875,False,False,0,2
