t,book_no,page_right,dispersion,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
2.958124,0,1,0.0,83,0,0,0,0,0,0,0,0,0,-4,6.3125,-14.6875,False,False,0,2
3.0027304,0,1,0.0,84,0,0,0,0,0,0,0,0,0,-3.6875,6,-15.1875,False,False,0,2
3.1176959,0,1,0.0,85,0,0,0,0,0,0,0,0,0,-3.8125,5.875,-14.6875,False,False,0,2
3.1200645,0,1,0.0,86,0,0,0,0,0,0,0,0,0,-3.9375,6,-14.6875,False,False,0,2
3.2101645,0,1,0.0,87,0,0,0,0,0,0,0,0,0,-3.6875,6.1875,-14.9375,False,False,0,2
3.335172,0,1,0.0,88,0,0,0,0,0,0,0,0,0,-3.5,5.9375,-15.125,False,False,0,2
3.3372634,0,1,0.0,89,0,0,0,0,0,0,0,0,0,-4.125,6,-15.0625,False,False,0,2
3.3390926,0,1,0.0,90,0,0,0,0,0,0,0,0,0,-4.6875,6.125,-14.625,False,False,0,2
3.4275965,0,1,0.0,91,0,0,0,0,0,0,0,0,0,-4.3125,5.9375,-15.125,False,False,0,2
3.429839,0,1,0.0,92,0,0,0,0,0,0,0,0,0,-3.625,5.6875,-15,False,False,0,2
3.5289074,0,1,0.0,93,0,0,0,0,0,0,0,0,0,-3.625,5.75,-14.6875,False,False,0,2
3.5317374,0,1,0.0,94,0,0,0,0,0,0,0,0,0,-3.625,5.75,-14.875,False,False,0,2
3.5753524,0,1,0.0,95,0,0,0,0,0,0,0,0,0,-3.4375,5.625,-15.5,False,False,0,2
3.6235164,0,1,0.0,96,0,0,0,0,0,0,0,0,0,-3.5,5.4375,-15,False,False,0,2
3.7461465,0,1,0.0,97,0,0,0,0,1,0,0,0,0,-3.5625,5.5625,-14.8125,False,False,0,2
3.7478767,0,1,0.0,98,0,0,0,0,0,0,0,0,0,-3.4375,5.5,-15.4375,False,False,0,2
3.7498912,0,1,0.0,99,0,0,0,0,0,0,0,0,0,-3.4375,5.375,-15.3125,False,False,0,2
3.8186387,0,1,0.0,100,0,0,0,0,0,0,0,0,0,-3.5625,5.5,-14.9375,False,False,0,2
3.9661926,0,1,0.0,101,0,0,0,0,0,0,0,0,0,-3.3125,5.5,-15,False,False,0,2
3.9683959,0,1,0.0,102,0,0,0,0,0,0,0,0,0,-3.125,5.4375,-15.4375,False,False,0,2
4.0151585,0,1,0.0,103,0,0,0,0,0,0,0,0,0,-3,5.4375,-15.3125,False,False,0,2
4.0174014,0,1,0.0,104,0,0,0,0,0,0,0,0,0,-3.0625,5.5625,-15.125,False,False,0,2
4.0788584,0,1,0.0,105,0,0,0,0,0,0,0,0,0,-2.9375,5.5625,-15.5,False,False,0,2
4.1885625,0,1,0.0,106,0,0,0,0,0,0,0,0,0,-2.9375,5.375,-15.5,False,False,0,2
4.1902319,0,1,0.36,107,0,0,0,0,0,2,0,0,0,-3.0625,5.1875,-15.4375,False,False,0,2
4.2317047,0,1,0.36,108,0,0,0,0,0,0,0,0,0,-3.0625,5.1875,-15.0625,False,False,0,2
4.2798147,0,1,0.36,109,0,0,0,0,0,0,0,0,0,-2.9375,5.0625,-15.375,False,False,0,2
4.4065517,0,1,0.36,110,0,0,0,0,0,0,0,0,0,-3.125,5.0625,-15.1875,False,False,0,2
4.409062,0,1,0.36,111,0,0,0,0,0,0,0,0,0,-3.1875,5.25,-15.125,False,False,0,2
4.5736741,0,1,0.36,112,0,0,0,0,0,0,0,0,0,-2.75,5.375,-15.625,False,False,0,2
4.5762583,0,1,0.36,113,0,0,0,0,0,0,0,0,0,-2.6875,5.375,-15.625,False,False,0,2
4.5781267,0,1,0.36,114,0,0,0,0,0,0,0,0,0,-2.9375,5.4375,-15.375,False,False,0,2
4.5799633,0,1,0.36,115,0,0,0,0,0,0,0,0,0,-2.6875,5.5,-15.375,False,False,0,2
4.666488,0,1,0.36,116,0,0,0,0,0,0,0,0,0,-2.375,5.5,-15.6875,False,False,0,2
4.6691245,0,1,0.0,117,0,0,0,0,1,0,0,0,0,-1.8125,5.3125,-15.5,False,False,0,2
4.833034,0,1,0.0,118,0,0,0,0,0,0,0,0,0,-1.9375,5.25,-15.3125,False,False,0,2
4.8350594,0,1,0.0,119,0,0,0,0,0,0,0,0,0,-1.8125,5.125,-15.5,False,False,0,2
4.8367223,0,1,0.0,120,0,0,0,0,0,0,0,0,0,-1.75,5.0625,-15.625,False,False,0,2
4.8385304,0,1,0.0,121,0,0,0,0,0,0,0,0,0,-1.6875,5.1875,-15.375,False,False,0,2
5.0045297,0,1,0.0,122,0,0,0,0,0,0,0,0,0,-1.5,5.25,-15.5,False,False,0,2
5.1726972,0,1,0.0,123,0,0,0,0,0,0,0,0,0,-1.4375,5.1875,-15.75,False,False,0,2
5.1743623,0,1,0.0,124,0,0,0,0,0,0,0,0,0,-1.6875,5.3125,-15.375,False,False,0,2
5.176442,0,1,0.0,125,0,0,0,0,0,0,0,0,0,-1.75,5.375,-15.4375,False,False,0,2
5.1782963,0,1,0.0,126,0,0,0,0,0,0,0,0,0,-1.5625,5.3125,-15.75,False,False,0,2
5.1805589,0,1,0.0,127,0,0,0,0,0,0,0,0,0,-1.625,5.25,-15.5625,False,False,0,2
5.3409219,0,1,0.0,128,0,0,0,0,0,0,0,0,0,-1.6875,5.3125,-15.3125,False,False,0,2
5.3428994,0,1,0.0,129,0,0,0,0,0,0,0,0,0,-1.8125,5.25,-15.625,False,False,0,2
5.344573,0,1,0.0,130,0,0,0,0,0,0,0,0,0,-1.8125,5.25,-15.5,False,False,0,2
5.5177383,0,1,0.0,131,0,0,0,0,0,0,0,0,0,-1.75,5.3125,-15.4375,False,False,0,2
5.5196738,0,1,0.0,132,0,0,0,0,0,0,0,0,0,-1.875,5.375,-15.5625,False,False,0,2
5.521443,0,1,0.0,133,0,0,0,0,0,0,0,0,0,-1.875,5.3125,-15.5,False,False,0,2
5.5233282,0,1,0.0,134,0,0,0,0,0,0,0,0,0,-1.9375,5.375,-15.625,False,False,0,2
5.6862717,0,1,0.0,135,0,0,0,0,0,0,0,0,0,-1.875,5.4375,-15.5,False,False,0,2
5.6885033,0,1,0.0,136,0,0,0,0,0,0,0,0,0,-1.875,5.3125,-15.4375,False,False,0,2
5.6901926,0,1,0.0,137,0,0,0,0,0,0,0,0,0,-1.8125,5.3125,-15.4375,False,False,0,2
5.7291183,0,1,0.0,138,0,0,0,0,0,0,0,0,0,-1.875,5.25,-15.5625,False,False,0,2
5.8530496,0,1,0.0,139,0,0,0,0,0,0,0,0,0,-1.875,5.25,-15.6875,False,False,0,2
5.8549924,0,1,0.0,140,0,0,0,0,0,0,0,0,0,-1.9375,5.25,-15.5625,False,False,0,2
5.8569103,0,1,0.0,141,0,0,0,0,0,0,0,0,0,-1.9375,5.1875,-15.4375,False,False,0,2
5.9030321,0,1,0.0,142,0,0,0,0,0,0,0,0,0,-1.875,5.1875,-15.4375,False,False,0,2
5.9860173,0,1,0.0,143,0,0,0,0,0,0,0,0,0,-1.8125,5.1875,-15.5625,False,False,0,2
6.1535401,0,1,0.0,144,0,0,0,0,0,0,0,0,0,-1.8125,5.25,-15.5625,False,False,0,2
6.1551896,0,1,0.0,145,0,0,0,0,0,0,0,0,0,-1.8125,5.25,-15.625,False,False,0,2
6.1568507,0,1,0.0,146,0,0,0,0,0,0,0,0,0,-1.9375,5.25,-15.5,False,False,0,2
6.1583039,0,1,0.0,147,0,0,0,0,0,0,0,0,0,-2,5.3125,-15.5625,False,False,0,2
6.3210942,0,1,0.0,148,0,0,0,0,0,0,0,0,0,-2,5.25,-15.5625,False,False,0,2
6.323214,0,1,0.0,149,0,0,0,0,0,0,0,0,0,-1.9375,5.1875,-15.5,False,False,0,2
6.3249326,0,1,0.0,150,0,0,0,0,0,0,0,0,0,-1.8125,5.3125,-15.5,False,False,0,2
6.3688886,0,1,0.0,151,0,0,0,0,0,0,0,0,0,-1.75,5.25,-15.4375,False,False,0,2
6.4165696,0,1,0.0,152,0,0,0,0,0,0,0,0,0,-1.8125,5.375,-15.375,False,False,0,2
6.5443103,0,1,0.0,153,0,0,0,0,0,0,0,0,0,-1.75,5.375,-15.5625,False,False,0,2
6.5460249,0,1,0.0,154,0,0,0,0,0,0,0,0,0,-1.9375,5.375,-15.5,False,False,0,2
6.7113096,0,1,0.0,155,0,0,0,0,0,0,0,0,0,-2.25,5.3125,-15.5625,False,False,0,2
6.7133728,0,1,0.0,156,0,0,0,0,0,0,0,0,0,-2.0625,5.3125,-15.5,False,False,0,2
6.7151311,0,1,0.0,157,0,0,0,0,0,0,0,0,0,-2,5.25,-15.5,False,False,0,2
6.7170162,0,1,0.0,158,0,0,0,0,0,0,0,0,0,-1.8125,5.375,-15.5,False,False,0,2
6.7538348,0,1,0.0,159,0,0,0,0,0,0,0,0,0,-1.75,5.375,-15.4375,False,False,0,2
6.80192,0,1,0.0,160,0,0,0,0,0,0,0,0,0,-1.6875,5.375,-15.5,False,False,0,2
6.9131641,0,1,0.0,161,0,0,0,0,0,0,0,0,0,-1.8125,5.375,-15.5625,False,False,0,2
6.9151704,0,1,1.44,162,0,0,0,0,0,4,0,0,0,-1.8125,5.375,-15.4375,False,False,0,2
6.9575295,0,1,1.44,163,0,0,0,0,0,0,0,0,0,-1.8125,5.4375,-15.5,False,False,0,2
7.0834023,0,1,1.44,164,0,0,0,0,0,0,0,0,0,-1.875,5.4375,-15.5625,False,False,0,2
7.0858006,0,1,1.44,165,0,0,0,0,0,0,0,0,0,-1.8125,5.375,-15.4375,False,False,0,2
7.1341333,0,1,1.44,166,0,0,0,0,0,0,0,0,0,-1.8125,5.5,-15.4375,False,False,0,2
7.1753391,0,1,1.44,167,0,0,0,0,0,0,0,0,0,-1.75,5.5,-15.5625,False,False,0,2
7.2204489,0,1,1.44,168,0,0,0,0,0,0,0,0,0,-1.8125,5.4375,-15.5,False,False,0,2
7.265555,0,1,1.44,169,0,0,0,0,0,0,0,0,0,-1.8125,5.4375,-15.4375,False,False,0,2
7.3137171,0,1,1.44,170,0,0,0,0,0,0,0,0,0,-1.8125,5.5625,-15.5,False,False,0,2
