t,book_no,page_right,page_eff,sequenceNumber,blinkSpeed,blinkStrength,eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,roll,pitch,yaw,accX,accY,accZ,walking,noiseStatus,fitError,powerLeft
5.978768199999999,1,40,False,94,0,0,0,0,0,0,0,0,0,-3.75,8.0625,-13.6875,False,True,0,3
6.1385985000000005,1,40,False,95,0,0,0,0,0,0,0,0,0,-3.9375,8.125,-13.75,False,True,0,3
6.1501885000000005,1,40,False,96,0,0,0,0,0,0,0,0,0,-3.875,8.0625,-13.8125,False,True,0,3
6.1522711,1,40,False,97,0,0,0,0,0,0,0,0,0,-3.8125,8.0625,-13.875,False,True,0,3
6.3070126,1,40,False,98,0,0,0,0,0,0,0,0,0,-3.8125,8.0625,-13.6875,False,True,0,3
6.309268299999999,1,40,False,99,0,0,0,0,0,0,0,0,0,-3.875,8.0625,-13.8125,False,True,0,3
6.311797,1,40,False,100,0,0,0,0,0,0,0,0,0,-3.8125,8.0625,-13.875,False,True,0,3
6.4718775,1,40,False,101,0,0,0,0,0,0,0,0,0,-3.6875,8.0625,-13.875,False,True,0,3
6.4741041,1,40,False,102,0,0,0,0,0,0,0,0,0,-3.75,8.0625,-13.8125,False,True,0,3
6.476141,1,40,False,103,0,0,0,0,0,0,0,0,0,-3.8125,8.0625,-13.875,False,True,0,3
6.7370406,1,40,False,104,0,0,0,0,0,0,0,0,0,-3.8125,8,-13.8125,False,True,0,3
6.7396256,1,40,False,105,0,0,0,0,0,0,0,0,0,-3.8125,8.0625,-13.875,False,True,0,3
6.7422398,1,40,False,106,0,0,0,0,2,0,0,0,0,-3.875,7.9375,-13.875,False,True,0,3
6.7447132,1,40,False,107,0,0,0,0,0,0,0,0,0,-3.75,7.9375,-14,False,True,0,3
6.746898699999999,1,40,False,108,0,0,0,0,0,0,0,0,0,-3.5,8.0625,-14.125,False,True,0,3
6.7487739,1,40,False,109,0,0,0,0,0,0,0,0,0,-3.25,8.125,-14.1875,False,True,0,3
6.9164823,1,40,False,110,0,0,0,0,0,0,0,0,0,-3.5625,8.0625,-14.0625,False,True,0,3
7.0906059,1,40,False,111,0,0,0,2,0,0,0,0,0,-3.6875,7.9375,-14.1875,False,True,0,3
7.0931301,1,40,False,112,0,0,0,0,0,0,0,0,0,-3.5625,7.8125,-14.125,False,True,0,3
7.0956396999999996,1,40,False,113,0,0,0,0,0,0,0,0,0,-3.25,7.625,-14.25,False,True,0,3
7.098029799999999,1,40,False,114,0,0,0,0,0,0,0,0,0,-3.1875,7.5625,-14.375,False,True,0,3
7.100583,1,40,False,115,0,0,0,0,0,0,0,0,0,-3.125,7.3125,-14.5,False,True,0,3
7.1391934,1,40,False,116,0,0,0,0,0,0,0,0,0,-2.8125,7.25,-14.5,False,True,0,3
7.3259334,1,40,False,117,0,0,0,0,0,0,0,0,0,-2.6875,7.1875,-14.6875,False,True,0,3
7.32878,1,40,False,118,0,0,0,0,0,0,0,0,0,-2.5625,7,-14.6875,False,True,0,3
7.3310792,1,40,False,119,0,0,0,0,0,0,0,0,0,-2.0625,6.8125,-14.75,False,True,0,3
7.3332516000000005,1,40,False,120,0,0,0,0,0,0,0,0,0,-2.125,6.5625,-14.75,False,True,0,3
7.498168399999999,1,40,False,121,0,0,0,0,0,7,0,0,0,-2.125,6.5,-14.75,False,True,0,3
7.504253499999999,1,40,False,122,0,0,0,0,0,0,0,0,0,-2.125,6.5,-14.75,False,True,0,3
7.511218599999999,1,40,False,123,0,0,0,0,0,0,0,0,0,-2.1875,6.4375,-14.9375,False,True,0,3
7.513481499999999,1,40,False,124,0,0,0,0,0,0,0,0,0,-1.9375,6.375,-15.0625,False,True,0,3
7.6000157,1,40,False,125,0,0,0,0,0,0,0,0,0,-1.8125,6.3125,-14.9375,False,True,0,3
7.708562199999999,1,40,False,126,0,0,0,0,4,0,0,0,0,-1.6875,6.25,-15.1875,False,True,0,3
7.7109425,1,40,False,127,0,0,0,0,0,0,0,0,0,-1.5625,6.3125,-15.1875,False,True,0,3
7.713319199999999,1,40,False,128,0,0,0,0,0,0,0,0,0,-1.5,6.1875,-15.1875,False,True,0,3
